DATE;IBOV;DY_IBOV;SELIC
43433;89709,56;3.77;6.4
43434;89504,03;3.77;6.4
43437;89820,09;3.76;6.4
43438;88624,45;3.81;6.4
43439;89039,79;3.82;6.4
43440;88846,48;3.83;6.4
43441;88115,07;3.86;6.4
43444;85914,71;3.96;6.4
43445;86419,57;3.95;6.4
43446;86977,46;3.88;6.4
43447;87837,59;3.84;6.4
43448;87449,5;3.87;6.4
43451;86399,68;3.90;6.4
43452;86610,49;3.90;6.4
43453;85673,52;3.94;6.4
43454;85269,29;3.96;6.4
43455;85697,15;3.95;6.4
43460;85136,1;0.40;6.4
43461;85460,2;3.94;6.4
43462;87887,26;3.83;6.4
43467;91012,31;3.70;6.4
43468;91564,25;3.68;6.4
43469;91840,79;3.67;6.4
43472;91699,05;3.67;6.4
43473;92031,86;0.37;6.4
43474;93613,04;3.60;6.4
43475;93805,93;3.59;6.4
43476;93658,31;3.58;6.4
43479;94474,13;3.57;6.4
43480;94055,72;3.59;6.4
43481;94393,07;3.56;6.4
43482;95351,09;3.52;6.4
43483;96096,75;3.49;6.4
43486;96009,77;3.49;6.4
43487;95103,38;3.56;6.4
43488;96558,42;3.53;6.4
43489;97677,19;3.49;6.4
43493;95443,88;3.57;6.4
43494;95639,33;0.36;6.4
43495;96996,21;3.51;6.4
43496;97393,74;3.45;6.4
43497;97861,27;3.44;6.4
43500;98588,63;3.38;6.4
43501;98311,2;3.62;6.4
43502;94635,57;3.73;6.4
43503;94405,59;3.74;6.4
43504;95343,1;0.37;6.4
43507;94412,91;3.83;6.4
43508;96168,4;0.38;6.4
43509;95842,4;3.77;6.4
43510;98015,09;3.69;6.4
43511;97525,91;3.69;6.4
43514;96509,89;3.73;6.4
43515;97659,15;3.58;6.4
43516;96544,81;3.60;6.4
43517;96932,27;0.35;6.4
43518;97885,6;#VALUE!;6.4
43521;97239,9;0.35;6.4
43522;97602,5;3.48;6.4
43523;97307,31;3.54;6.4
43524;95584,35;3.98;6.4
43525;94603,75;4.04;6.4
43530;94216,87;4.06;6.4
43531;94340,17;4.07;6.4
43532;95364,85;4.03;6.4
43535;98026,62;3.91;6.4
43536;97828,03;3.92;6.4
43537;98903,88;3.92;6.4
43538;98604,67;3.93;6.4
43539;99136,74;3.91;6.4
43542;99993,92;3.88;6.4
43543;99588,37;3.90;6.4
43544;98041,37;3.96;6.4
43545;96729,08;3.99;6.4
43546;93735,15;4.12;6.4
43549;93662,01;4.12;6.4
43550;95306,82;3.96;6.4
43551;91903,4;4.10;6.4
43552;94388,94;3.90;6.4
43553;95414,55;3.87;6.4
43556;96054,45;3.84;6.4
43557;95386,76;3.87;6.4
43558;94491,48;3.85;6.4
43559;96313,06;3.77;6.4
43560;97108,17;3.74;6.4
43563;97369,29;3.74;6.4
43564;96291,79;3.78;6.4
43565;95953,45;3.79;6.4
43566;94754,7;3.84;6.4
43567;92875;3.91;6.4
43570;93082,97;0.39;6.4
43571;94333,31;0.39;6.4
43572;93284,75;3.94;6.4
43573;94578,26;3.88;6.4
43577;94588,06;3.88;6.4
43578;95923,24;3.83;6.4
43579;95045,43;3.86;6.4
43580;96552,03;3.87;6.4
43581;96236,04;0.39;6.4
43584;96187,75;3.77;6.4
43585;96353,33;3.77;6.4
43587;95527,62;3.81;6.4
43588;96007,89;3.80;6.4
43591;95008,66;3.84;6.4
43592;94388,73;3.86;6.4
43593;95596,61;3.82;6.4
43594;94807,85;3.84;6.4
43595;94257,56;3.87;6.4
43598;91726,54;3.97;6.4
43599;92092,44;3.98;6.4
43600;91623,44;4.00;6.4
43601;90024,47;4.06;6.4
43602;89992,73;4.05;6.4
43605;91946,19;3.97;6.4
43606;94484,63;3.87;6.4
43607;94360,66;3.87;6.4
43608;93910,03;3.89;6.4
43609;93627,8;3.89;6.4
43612;94864,25;0.39;6.4
43613;96392,76;3.79;6.4
43614;96566,55;3.79;6.4
43615;97457,36;3.75;6.4
43616;97030,32;3.77;6.4
43619;97020,48;3.76;6.4
43620;97380,28;3.74;6.4
43621;95998,75;3.79;6.4
43622;97204,85;0.37;6.4
43623;97821,26;3.71;6.4
43626;97466,69;3.66;6.4
43627;98960;3.61;6.4
43628;98320,88;3.63;6.4
43629;98773,7;3.61;6.4
43630;98040,06;3.64;6.4
43633;97623,25;3.65;6.4
43634;99404,39;3.59;6.4
43635;100303,4;3.55;6.4
43637;102012,6;3.49;6.4
43640;102062,3;3.49;6.4
43641;100093;3.56;6.4
43642;100688,63;3.53;6.4
43643;100723,97;3.54;6.4
43644;100967,2;3.53;6.4
43647;101339,7;3.49;6.4
43648;100605,2;3.46;6.4
43649;102043,1;3.41;6.4
43650;103636,2;3.36;6.4
43651;104089,5;3.34;6.4
43654;104530,2;3.34;6.4
43656;105817,1;3.31;6.4
43657;105146,4;3.32;6.4
43658;103906;0.32;6.4
43661;103802,7;3.22;6.4
43662;103775,4;3.22;6.4
43663;103855,5;0.32;6.4
43664;104716,6;3.18;6.4
43665;103451,9;3.22;6.4
43668;103949,5;3.19;6.4
43669;103704,3;3.20;6.4
43670;104119,5;3.18;6.4
43671;102654,6;3.18;6.4
43672;102818,9;3.22;6.4
43675;103482,6;3.20;6.4
43676;102932,8;3.27;6.4
43677;101812,1;3.30;6.4
43678;102125,9;3.29;5.9
43679;102673,7;3.21;5.9
43682;100097,8;3.22;5.9
43683;102163,7;3.23;5.9
43684;102782,4;3.17;5.9
43685;104115,2;3.12;5.9
43686;103996,2;#VALUE!;5.9
43689;101915,2;3.13;5.9
43690;103299,5;3.07;5.9
43691;100258;3.18;5.9
43692;99056,91;0.32;5.9
43693;99805,78;3.21;5.9
43696;99468,67;3.22;5.9
43697;99222,25;3.25;5.9
43698;101201,9;3.21;5.9
43699;100011,3;3.25;5.9
43700;97667,49;0.33;5.9
43703;96429,6;3.37;5.9
43704;97276,19;3.34;5.9
43705;98193,53;3.31;5.9
43706;100524,4;3.23;5.9
43707;101134,6;3.20;5.9
43710;100625,7;3.20;5.9
43711;99680,83;3.25;5.9
43712;101200,9;3.19;5.9
43713;102243;3.16;5.9
43714;102935,4;3.14;5.9
43717;103180,6;3.14;5.9
43718;103031,5;3.14;5.9
43719;103445,6;3.13;5.9
43720;104370,9;3.17;5.9
43721;103501,2;3.20;5.9
43724;103680,4;3.18;5.9
43725;104616,9;3.15;5.9
43726;104531,9;3.16;5.9
43727;104339,2;3.16;5.4
43728;104817,4;3.15;5.4
43731;104637,8;3.15;5.4
43732;103875,7;3.18;5.4
43733;104481;3.16;5.4
43734;105319,4;3.18;5.4
43735;105077,6;3.18;5.4
43738;104745,3;3.19;5.4
43739;104053,4;3.21;5.4
43740;101031,4;3.30;5.4
43741;101516;3.29;5.4
43742;102551,3;3.25;5.4
43745;100572,8;3.31;5.4
43746;99981,4;3.33;5.4
43747;101248,8;3.31;5.4
43748;101817,1;3.28;5.4
43749;103831,9;3.22;5.4
43752;104301,6;3.19;5.4
43753;104489,6;3.18;5.4
43754;105422,8;3.15;5.4
43755;105015,8;3.15;5.4
43756;104728,9;3.16;5.4
43759;106022,3;#VALUE!;5.4
43760;107381,1;3.09;5.4
43761;107543,6;3.09;5.4
43762;106986,1;3.13;5.4
43763;107363,8;3.10;5.4
43766;108187,1;3.05;5.4
43767;107556,3;3.08;5.4
43768;108407,5;3.05;5.4
43769;107219,8;3.07;4.9
43770;108195,6;0.31;4.9
43773;108779,3;3.09;4.9
43774;108719;3.08;4.9
43775;108360,2;0.31;4.9
43776;109580,6;3.04;4.9
43777;107629;3.09;4.9
43780;108367,4;3.07;4.9
43781;106751,1;3.13;4.9
43782;106060;3.18;4.9
43783;106556,9;3.15;4.9
43787;106269,3;3.16;4.9
43788;105864,2;3.17;4.9
43790;107496,7;3.13;4.9
43791;108692,3;0.31;4.9
43794;108423,9;3.12;4.9
43795;107059,4;3.17;4.9
43796;107707,8;3.15;4.9
43797;108290,1;3.12;4.9
43798;108233,3;3.12;4.9
43801;108927,8;3.09;4.9
43802;108956;3.10;4.9
43803;110300,9;3.06;4.9
43804;110622,3;3.05;4.9
43805;111125,8;3.03;4.9
43808;110977,2;3.05;4.9
43809;110672;3.03;4.9
43810;110963,9;0.30;4.9
43811;112199,7;2.97;4.4
43812;112564,9;2.97;4.4
43815;111896;2.98;4.4
43816;112615,7;2.94;4.4
43817;114314,7;2.90;4.4
43818;115131,3;2.87;4.4
43819;115121,1;2.88;4.4
43822;115863,3;2.86;4.4
43825;117203,2;2.83;4.4
43826;116534;2.86;4.4
43829;115645,3;2.88;4.4
43832;118573,1;2.81;4.4
43833;117706,7;2.83;4.4
43836;116877,9;2.84;4.4
43837;116661,9;2.83;4.4
43838;116247;2.85;4.4
43839;115947,1;2.84;4.4
43840;115503,4;2.85;4.4
43843;117325,3;2.82;4.4
43844;117632,4;2.81;4.4
43845;116414,4;2.84;4.4
43846;116704,2;2.84;4.4
43847;118478,3;2.81;4.4
43850;118861,6;2.82;4.4
43851;117026;2.90;4.4
43852;118391,4;2.86;4.4
43853;119527,6;2.84;4.4
43854;118376,4;2.85;4.4
43857;114481,8;2.91;4.4
43858;116479;2.86;4.4
43859;115384,8;0.29;4.4
43860;115528;2.91;4.4
43861;113760,6;2.95;4.4
43864;114629,2;0.30;4.4
43865;115556,7;2.93;4.4
43866;116028,3;0.29;4.4
43867;115190;2.93;4.15
43868;113770,3;2.97;4.15
43871;112570,3;2.96;4.15
43872;115370,6;2.86;4.15
43873;116674,1;0.28;4.15
43874;115662,4;2.87;4.15
43875;114380,7;2.88;4.15
43878;115309,1;2.88;4.15
43879;114977,3;0.29;4.15
43880;116517,6;2.66;4.15
43881;114586,2;2.84;4.15
43882;113681,4;2.87;4.15
43887;105718,3;0.31;4.15
43888;102983,5;3.68;4.15
43889;104171,6;3.67;4.15
43892;106625,4;3.62;4.15
43893;105537,1;3.69;4.15
43894;107224,2;3.61;4.15
43895;102233,2;3.85;4.15
43896;97996,77;4.03;4.15
43899;86067,2;4.60;4.15
43900;92214,47;4.28;4.15
43901;85171,13;4.61;4.15
43902;72582,53;5.41;4.15
43903;82677,91;4.75;4.15
43906;71168,05;5.51;4.15
43907;74617,24;5.26;4.15
43908;66894,95;0.59;4.15
43909;68331,8;5.75;3.65
43910;67069,36;5.87;3.65
43913;63569,62;6.15;3.65
43914;69729,3;5.59;3.65
43915;74955,57;5.19;3.65
43916;77709,66;5.02;3.65
43917;73428,78;5.18;3.65
43920;74639,48;5.07;3.65
43921;73019,76;5.17;3.65
43922;70966,7;5.26;3.65
43923;72253,46;5.16;3.65
43924;69537,56;5.35;3.65
43927;74072,98;4.98;3.65
43928;76358,09;4.92;3.65
43929;78624,62;4.80;3.65
43930;77681,94;4.87;3.65
43934;78835,82;0.47;3.65
43935;79918,36;4.60;3.65
43936;78831,46;4.64;3.65
43937;77811,85;4.69;3.65
43938;78990,29;4.44;3.65
43941;78972,76;4.40;3.65
43943;80687,15;4.30;3.65
43944;79673,3;4.34;3.65
43945;75330,61;4.55;3.65
43948;78238,6;4.32;3.65
43949;81312,23;4.12;3.65
43950;83170,8;4.00;3.65
43951;80505,89;4.13;3.65
43955;78876,22;4.19;3.65
43956;79470,78;4.09;3.65
43957;79063,68;4.12;3.65
43958;78118,57;4.11;2.9
43959;80263,35;3.96;2.9
43962;79064,6;3.92;2.9
43963;77871,95;3.97;2.9
43964;77772,2;3.96;2.9
43965;79010,81;3.87;2.9
43966;77556,62;3.95;2.9
43969;81194,29;0.38;2.9
43970;80742,35;3.78;2.9
43971;81319,45;3.73;2.9
43972;83027,09;3.68;2.9
43973;82173,21;3.72;2.9
43976;85663,48;3.55;2.9
43977;85468,91;0.36;2.9
43978;87946,25;3.49;2.9
43979;86949,09;3.55;2.9
43980;87402,59;3.53;2.9
43983;88620,1;3.38;2.9
43984;91046,38;3.29;2.9
43985;93002,14;3.18;2.9
43986;93828,61;3.15;2.9
43987;94637,06;3.13;2.9
43990;97644,67;2.90;2.9
43991;96746,55;2.93;2.9
43992;94685,98;2.99;2.9
43994;92795,27;3.06;2.9
43997;92375,52;3.02;2.9
43998;93531,17;2.98;2.9
43999;95547,29;2.91;2.9
44000;96125,24;2.90;2.15
44001;96572,1;2.88;2.15
44004;95335,96;2.92;2.15
44005;95975,16;2.90;2.15
44006;94377,36;2.89;2.15
44007;95983,09;2.86;2.15
44008;93834,49;2.92;2.15
44011;95735,35;2.87;2.15
44012;95055,82;2.88;2.15
44013;96203,2;0.29;2.15
44014;96234,96;2.89;2.15
44015;96764,85;2.87;2.15
44018;98937,16;2.80;2.15
44019;97761,04;2.79;2.15
44020;99769,88;2.71;2.15
44021;99160,33;2.72;2.15
44022;100031,8;2.70;2.15
44025;98697,06;2.69;2.15
44026;100440,2;2.66;2.15
44027;101790,5;0.26;2.15
44028;100553,3;2.64;2.15
44029;102888,3;0.26;2.15
44032;104426,4;2.53;2.15
44033;104309,7;2.53;2.15
44034;104289,6;2.55;2.15
44035;102293,3;2.64;2.15
44036;102381,6;2.64;2.15
44039;104477,1;2.59;2.15
44040;104109,1;2.57;2.15
44041;105605,2;2.53;2.15
44042;105008,7;2.56;2.15
44043;102912,2;2.61;2.15
44046;102830;2.62;2.15
44047;101215,9;0.26;2.15
44048;102801,8;2.55;2.15
44049;104125,6;2.52;1.9
44050;102775,5;2.55;1.9
44053;103444,5;2.54;1.9
44054;102174,4;2.63;1.9
44055;102117,8;2.64;1.9
44056;100460,6;0.27;1.9
44057;101353,5;2.66;1.9
44060;99595,41;2.70;1.9
44061;102065,4;2.64;1.9
44062;100853,7;2.66;1.9
44063;101467,9;2.65;1.9
44064;101521,3;2.66;1.9
44067;102298;2.65;1.9
44068;102117,6;2.66;1.9
44069;100627,3;2.70;1.9
44070;100623,6;2.68;1.9
44071;102142,9;2.65;1.9
44074;99369,15;2.74;1.9
44075;102167,6;2.67;1.9
44076;101911,1;2.68;1.9
44077;100721,4;2.72;1.9
44078;101241,7;0.27;1.9
44082;100050,4;2.61;1.9
44083;101292;2.58;1.9
44084;98834,59;0.26;1.9
44085;98363,22;0.26;1.9
44088;100274,5;2.56;1.9
44089;100297,9;2.58;1.9
44090;99675,68;0.26;1.9
44091;100097,8;2.60;1.9
44092;98289,71;2.65;1.9
44095;96990,72;2.68;1.9
44096;97293,54;2.71;1.9
44097;95734,82;2.82;1.9
44098;97012,07;2.79;1.9
44099;96999,38;2.79;1.9
44102;94666,37;2.83;1.9
44103;93580,35;2.81;1.9
44104;94603,38;2.78;1.9
44105;95478,52;2.76;1.9
44106;94015,68;2.83;1.9
44109;96089,19;2.77;1.9
44110;95615,03;2.76;1.9
44111;95526,26;2.76;1.9
44112;97919,73;2.69;1.9
44113;97483,31;2.73;1.9
44117;98502,82;2.71;1.9
44118;99334,43;2.69;1.9
44119;99054,06;2.72;1.9
44120;98309,12;2.80;1.9
44123;98657,65;2.80;1.9
44124;100539,8;2.72;1.9
44125;100552,4;2.71;1.9
44126;101917,7;#VALUE!;1.9
44127;101259,8;2.67;1.9
44130;101017;2.65;1.9
44131;99605,54;2.73;1.9
44132;95368,76;2.87;1.9
44133;96582,16;2.91;1.9
44134;93952,4;3.00;1.9
44138;95979,71;2.96;1.9
44139;97866,81;2.90;1.9
44140;100751,4;0.28;1.9
44141;100925,11;2.77;1.9
44144;103515,16;2.70;1.9
44145;105066,96;0.27;1.9
44146;104808,83;2.73;1.9
44147;102507,01;2.80;1.9
44148;104723;2.74;1.9
44151;106429,92;2.70;1.9
44152;107248,63;2.67;1.9
44153;106119,09;2.66;1.9
44154;106669,9;2.64;1.9
44155;106042,48;2.66;1.9
44158;107378,92;2.61;1.9
44159;109786,3;2.55;1.9
44160;110132,53;2.55;1.9
44161;110227,09;2.52;1.9
44162;110575,47;2.51;1.9
44165;108893,32;2.56;1.9
44166;111399,91;2.48;1.9
44167;111878,53;2.49;1.9
44168;112291,59;2.47;1.9
44169;113750,22;2.47;1.9
44172;113589,77;0.24;1.9
44173;113793,06;2.44;1.9
44174;113001,16;2.45;1.9
44175;115128,63;2.42;1.9
44176;115128;2.43;1.9
44179;114611,12;2.43;1.9
44180;116148,63;0.24;1.9
44181;117857,35;2.36;1.9
44182;118400,57;2.35;1.9
44183;118023,67;2.39;1.9
44186;115822,57;0.24;1.9
44187;116636,18;2.38;1.9
44188;117806,85;2.36;1.9
44193;119123,7;2.34;1.9
44194;119409,15;2.37;1.9
44195;119017,24;2.36;1.9
44200;118854,71;2.33;1.9
44201;119376,21;2.32;1.9
44202;119100,08;2.33;1.9
44203;122385,92;2.27;1.9
44204;125076,63;2.20;1.9
44207;123255,13;0.22;1.9
44208;123998;2.21;1.9
44209;121933,08;2.25;1.9
44210;123480,52;2.23;1.9
44211;120348,8;2.30;1.9
44214;121241,63;0.23;1.9
44215;120636,39;2.30;1.9
44216;119646,4;0.23;1.9
44217;118328,99;2.35;1.9
44218;117380,49;2.37;1.9
44222;116464,06;2.38;1.9
44223;115882,3;2.39;1.9
44224;118883,25;0.23;1.9
44225;115067,55;2.40;1.9
44228;117517,57;2.26;1.9
44229;118233,81;2.24;1.9
44230;119724,72;2.18;1.9
44231;119260,82;2.19;1.9
44232;120240,26;2.18;1.9
44235;119696,36;2.22;1.9
44236;119471,62;2.21;1.9
44237;118435,33;2.22;1.9
44238;119299,83;2.11;1.9
44239;119428,72;2.10;1.9
44244;120355,79;2.07;1.9
44245;119198,97;2.10;1.9
44246;118430,53;2.10;1.9
44249;112667,7;2.16;1.9
44250;115227,46;2.10;1.9
44251;115667,78;2.09;1.9
44252;112256,36;2.28;1.9
44253;110035,17;2.32;1.9
44256;110334,83;2.32;1.9
44257;111539,8;2.27;1.9
44258;111183,95;2.28;1.9
44259;112690,17;3.99;1.9
44260;115202,23;3.92;1.9
44263;110611,58;0.41;1.9
44264;111330,62;4.07;1.9
44265;112776,49;4.03;1.9
44266;114983,76;3.94;1.9
44267;114160,4;3.99;1.9
44270;114850,74;3.97;1.9
44271;114018,78;4.01;1.9
44272;116549,44;3.93;1.9
44273;114835,43;4.07;2.65
44274;116221,58;4.01;2.65
44277;114978,86;4.11;2.65
44278;113261,8;4.18;2.65
44279;112064,19;4.22;2.65
44280;113749,9;4.16;2.65
44281;114780,62;4.13;2.65
44284;115418,72;4.12;2.65
44285;116849,67;4.06;2.65
44286;116633,72;4.11;2.65
44287;115253,31;4.15;2.65
44291;117518,44;4.07;2.65
44292;117498,87;4.07;2.65
44293;117623,58;4.07;2.65
44294;118313,23;4.07;2.65
44295;117669,9;4.09;2.65
44298;118811,74;0.41;2.65
44299;119297,13;4.07;2.65
44300;120294,68;4.06;2.65
44301;120700,67;4.07;2.65
44302;121113,93;4.06;2.65
44305;120933,78;4.09;2.65
44306;120061,99;0.41;2.65
44308;119371,48;4.21;2.65
44309;120530,06;4.16;2.65
44312;120594,61;4.16;2.65
44313;119388,37;0.42;2.65
44314;121052,52;4.18;2.65
44315;120065,75;4.22;2.65
44316;118893,84;4.27;2.65
44319;119209,48;4.12;2.65
44320;117712;4.18;2.65
44321;119564,44;4.12;2.65
44322;119920,61;4.17;3.4
44323;122038,11;4.09;3.4
44326;121909,03;4.03;3.4
44327;122964,01;3.99;3.4
44328;119710,03;4.11;3.4
44329;120705,91;0.41;3.4
44330;121880,82;4.04;3.4
44333;122937,87;4.00;3.4
44334;122979,96;3.92;3.4
44335;122636,3;3.94;3.4
44336;122700,79;3.94;3.4
44337;122592,47;3.95;3.4
44340;124031,62;0.39;3.4
44341;122987,71;3.93;3.4
44342;123989,17;3.91;3.4
44343;124366,57;3.89;3.4
44344;125561,37;3.82;3.4
44347;126215,73;3.80;3.4
44348;128267,05;3.70;3.4
44349;129601,44;3.65;3.4
44351;130125,78;3.64;3.4
44354;130776,27;3.62;3.4
44355;129787,11;3.65;3.4
44356;129906,8;3.64;3.4
44357;130076,17;0.36;3.4
44358;129441,03;3.66;3.4
44361;130207,96;3.76;3.4
44362;130091,08;3.76;3.4
44363;129259,49;3.77;3.4
44364;128057,22;3.81;4.15
44365;128405,35;3.78;4.15
44368;129264,96;3.63;4.15
44369;128767,45;3.64;4.15
44370;128427,98;3.65;4.15
44371;129513,62;3.62;4.15
44372;127255,61;3.69;4.15
44375;127429,17;3.68;4.15
44376;127327,44;3.70;4.15
44377;126801,66;3.72;4.15
44378;125666,19;3.75;4.15
44379;127621,65;3.72;4.15
44382;126920,05;3.75;4.15
44383;125094,88;3.82;4.15
44384;127018,71;3.79;4.15
44385;125427,77;3.91;4.15
44389;127593,83;3.86;4.15
44390;128167,74;3.84;4.15
44391;128406,51;3.83;4.15
44392;127467,88;3.89;4.15
44393;125960,26;3.93;4.15
44396;124394,57;0.40;4.15
44397;125401,36;3.97;4.15
44398;125929,25;4.00;4.15
44399;126146,66;4.00;4.15
44400;125052,78;4.05;4.15
44403;126003,86;4.03;4.15
44404;124612,03;4.07;4.15
44405;126285,59;4.01;4.15
44406;125675,33;4.08;4.15
44407;121800,79;4.20;4.15
44410;122515,74;4.19;4.15
44411;123576,56;4.15;4.15
44412;121801,21;4.20;4.15
44413;121632,92;4.21;5.15
44414;122810,36;4.23;5.15
44417;123019,38;4.24;5.15
44418;122202,47;4.27;5.15
44419;122056,34;4.47;5.15
44420;120700,98;4.53;5.15
44421;121193,75;4.51;5.15
44424;119180,03;4.63;5.15
44425;117903,81;4.72;5.15
44426;116642,62;4.78;5.15
44427;117164,69;4.77;5.15
44428;118052,77;4.76;5.15
44431;117471,67;0.47;5.15
44432;120210,75;4.89;5.15
44433;120817,71;4.87;5.15
44434;118723,97;5.24;5.15
44435;120677,6;5.16;5.15
44438;119739,96;5.20;5.15
44439;118781,03;5.25;5.15
44440;119395,6;5.24;5.15
44441;116677,08;5.38;5.15
44442;116933,24;5.35;5.15
44445;117868,63;5.45;5.15
44447;113412,84;5.67;5.15
44448;115360,86;5.61;5.15
44449;114285,93;5.68;5.15
44452;116403,72;5.61;5.15
44453;116180,55;5.63;5.15
44454;115062,54;5.65;5.15
44455;113794,28;5.62;5.15
44456;111439,37;5.75;5.15
44459;108843,74;5.88;5.15
44460;110249,73;5.86;5.15
44461;112282,28;5.73;5.15
44462;114064,36;5.72;6.15
44463;113282,67;5.75;6.15
44466;113583,01;5.71;6.15
44467;110123,85;5.85;6.15
44468;111106,83;5.82;6.15
44469;110979,1;0.58;6.15
44470;112899,64;5.66;6.15
44473;110393,09;5.86;6.15
44474;110457,64;5.85;6.15
44475;110559,57;5.89;6.15
44476;110585,43;5.89;6.15
44477;112833,2;5.79;6.15
44480;112180,48;5.83;6.15
44482;113455,92;0.58;6.15
44483;113185,48;5.87;6.15
44484;114647,99;5.80;6.15
44487;114428,18;5.82;6.15
44488;110672,76;6.03;6.15
44489;110786,43;6.06;6.15
44490;107735,01;0.62;6.15
44491;106296,18;6.27;6.15
44494;108714,55;6.18;6.15
44495;106419,53;6.31;6.15
44496;106363,1;6.31;6.15
44497;105704,96;6.36;7.65
44498;103500,71;0.67;7.65
44501;105550,86;6.59;7.65
44503;105616,88;6.60;7.65
44504;103412,09;6.75;7.65
44505;104824,23;6.64;7.65
44508;104781,13;6.63;7.65
44509;105535,08;6.58;7.65
44510;105967,51;6.63;7.65
44511;107594,67;6.52;7.65
44512;106334,54;6.61;7.65
44516;104403,66;6.78;7.65
44517;102948,45;6.87;7.65
44518;102426;6.87;7.65
44519;103035,02;6.83;7.65
44522;102122,37;6.90;7.65
44523;103653,82;6.80;7.65
44524;104514,19;7.08;7.65
44525;105811,25;7.00;7.65
44526;102224,26;7.34;7.65
44529;102814,03;7.60;7.65
44530;101915,45;7.68;7.65
44531;100774,57;0.78;7.65
44532;104466,24;7.59;7.65
44533;105069,69;0.76;7.65
44536;106858,87;7.44;7.65
44537;107557,67;7.40;7.65
44538;108095,53;7.38;7.65
44539;106291,24;0.75;9.15
44540;107758,34;7.45;9.15
44543;107383,32;7.44;9.15
44544;106759,92;7.49;9.15
44545;107431,18;7.51;9.15
44546;108326,33;7.44;9.15
44547;107200,56;7.55;9.15
44550;105019,78;7.67;9.15
44551;105499,88;7.61;9.15
44552;105243,72;7.64;9.15
44553;104891,32;7.66;9.15
44557;105554,4;7.61;9.15
44558;104864,17;0.77;9.15
44559;104107,24;7.72;9.15
44560;104822,44;7.67;9.15
44564;103921,59;7.72;9.15
44565;103513,64;8.13;9.15
44566;101005,64;7.96;9.15
44567;101561,05;7.91;9.15
44568;102719,47;7.81;9.15
44571;101945,2;7.85;9.15
44572;103778,98;7.77;9.15
44573;105685,66;0.76;9.15
44574;105529,5;7.64;9.15
44575;106927,79;7.23;9.15
44578;106373,87;7.21;9.15
44579;106667,66;7.19;9.15
44580;108013,47;7.35;9.15
44581;109101,99;7.27;9.15
44582;108941,68;0.73;9.15
44585;107937,11;7.35;9.15
44586;110203,77;7.20;9.15
44587;111289,18;6.88;9.15
44588;112611,65;0.68;9.15
44589;111910,1;6.85;9.15
44592;112143,51;6.82;9.15
44593;113228,31;0.67;9.15
44594;111894,36;6.84;9.15
44595;111695,94;6.87;10.65
44596;112244,94;6.83;10.65
44599;111996,4;0.68;10.65
44600;112234,46;7.27;10.65
44601;112461,39;7.25;10.65
44602;113367,77;7.14;10.65
44603;113572,35;7.13;10.65
44606;113899,19;0.70;10.65
44607;114828,18;7.02;10.65
44608;115180,95;7.00;10.65
44609;113528,48;0.71;10.65
44610;112879,85;7.11;10.65
44613;111725,3;7.20;10.65
44614;112891,8;7.11;10.65
44615;112007,61;7.87;10.65
44616;111591,87;8.42;10.65
44617;113141,94;8.31;10.65
44622;115173,61;8.16;10.65
44623;115165,55;8.16;10.65
44624;114473,78;0.82;10.65
44627;111593,46;8.42;10.65
44628;111203,45;8.48;10.65
44629;113900,34;7.51;10.65
44630;113663,13;0.76;10.65
44631;111713,07;8.56;10.65
44634;109927,62;8.75;10.65
44635;108959,3;8.83;10.65
44636;111112,43;8.66;10.65
44637;113076,33;8.50;11.65
44638;115310,91;8.50;11.65
44641;116154,53;8.40;11.65
44642;117272,44;8.30;11.65
44643;117457,34;8.22;11.65
44644;119052,91;8.12;11.65
44645;119081,13;8.14;11.65
44648;118737,78;8.08;11.65
44649;120014,17;7.37;11.65
44650;120259,76;7.36;11.65
44651;119999,23;7.38;11.65
44652;121570,15;7.28;11.65
44655;121279,51;7.36;11.65
44656;118885,15;0.77;11.65
44657;118227,75;7.77;11.65
44658;118862,12;7.73;11.65
44659;118322,26;7.77;11.65
44662;116952,85;7.85;11.65
44663;116146,86;7.89;11.65
44664;116781,96;7.85;11.65
44665;116181,61;7.97;11.65
44669;115687,25;8.00;11.65
44670;115056,66;7.75;11.65
44671;114343,78;7.79;11.65
44673;111077,51;0.80;11.65
44676;110684,95;8.06;11.65
44677;108212,86;8.88;11.65
44678;109349,37;8.80;11.65
44679;109918,97;8.72;11.65
44680;107876,16;8.76;11.65
44683;106638,64;8.91;11.65
44684;106528,09;8.94;11.65
44685;108343,74;8.80;11.65
44686;105304,19;9.05;12.65
44687;105134,73;9.08;12.65
44690;103250,02;9.35;12.65
44691;103109,94;9.36;12.65
44692;104396,9;0.92;12.65
44693;105687,64;9.08;12.65
44694;106924,18;8.99;12.65
44697;108232,74;8.35;12.65
44698;108789,33;8.29;12.65
44699;106247,15;8.48;12.65
44700;107005,22;8.42;12.65
44701;108487,88;8.30;12.65
44704;110345,82;8.15;12.65
44705;110580,79;8.24;12.65
44706;110579,81;8.25;12.65
44707;111889,88;8.16;12.65
44708;111941,68;8.16;12.65
44711;111032,11;8.22;12.65
44712;111350,51;8.20;12.65
44713;111359,94;8.20;12.65
44714;112392,91;8.12;12.65
44715;111102,32;8.20;12.65
44718;110185,91;8.00;12.65
44719;110069,76;8.01;12.65
44720;108367,67;8.16;12.65
44721;107093,71;8.26;12.65
44722;105481,23;8.39;12.65
44725;102598,18;8.63;12.65
